user_id,order_id,order_date,order_status
6773,119cf2b9-fa14-4dfe-a44b-e3cf80c643c1,2022-04-08 04:10:31,Processing
9961,c915e1d7-debd-420d-80e4-dc8c6e737d6f,2022-03-30 09:07:47,Cancelled
6878,6fbc33d3-6de8-4090-acb3-30ccfee7c20f,2022-04-03 21:55:30,Processing
8275,19912a90-9611-46f7-b056-6f2829a62e7d,2022-03-10 21:14:38,Cancelled
258,5635410e-cf14-496d-b4a4-f51584b68d79,2022-03-21 19:42:19,Pending
621,a8da9d9b-7202-489e-9e33-eea13b23a34b,2022-04-02 14:22:35,Cancelled
5271,59453199-be0d-4b5b-a1c5-882ced48d0b1,2022-03-26 16:15:07,Delivered
285,5ed82fbe-68a7-4573-84e2-0f18a292454f,2022-04-08 21:57:27,Delivered
2412,790dea73-4991-4268-9973-c1cb2b20f69f,2022-03-21 09:58:44,Cancelled
8085,e5991b37-c7a9-4a90-beb6-f4ee2d2035fa,2022-03-20 17:37:35,Pending
5154,3e772acf-4e91-4525-81ad-fbf8ec226658,2022-03-22 23:50:21,Delivered
6343,f9bad8fc-0af4-4b3f-8c86-88df21b5d566,2022-03-27 20:45:20,Cancelled
2799,43ad4464-9f5f-4ced-8808-97b04c47230b,2022-04-02 08:12:09,Shipped
609,54214b0f-c5d7-4184-bce9-3064c220f3e4,2022-04-04 14:48:40,Processing
2629,313d2299-f4f0-498b-ba15-33740611338b,2022-03-31 16:52:06,Shipped
131,ceb15671-7f4c-487e-82b7-a4bec4524637,2022-03-22 22:57:39,Shipped
9513,e52ebe7c-4abf-4079-b33d-d85a7e0a3cf4,2022-03-20 09:38:07,Cancelled
7606,219a5748-ec9f-4339-bbe3-218376c30016,2022-03-15 06:03:55,Pending
2493,d0d691f6-a5c2-4814-aa5d-7de584a5a9ee,2022-03-21 16:19:22,Pending
8885,6d7c98d4-d7fb-4780-a8fc-ad3636cf584a,2022-03-29 11:37:21,Cancelled
31,5399df6a-74d7-44c9-ab6b-dfb5a3007fb2,2022-03-28 11:33:38,Shipped
3250,5b657fb0-81a7-4807-8d81-b60fab630f53,2022-03-30 01:58:06,Delivered
5191,637a58c0-7634-456d-ad7b-ea1192396b51,2022-04-03 11:14:34,Shipped
2375,7cdf2750-64fa-44a8-aacf-fe674e6342fb,2022-04-05 12:52:26,Shipped
1869,25b6a597-bf77-4e9c-855c-d9552e3f0bbd,2022-03-27 21:37:28,Pending
797,119de2f5-66c0-40f4-b3dd-8c9b75d8156c,2022-03-31 03:29:20,Cancelled
1828,9e0662f8-41d2-41e8-b5a2-a70861ffc482,2022-03-14 18:27:57,Shipped
273,56bfef51-d23e-4c2c-820c-86c90bccfbc5,2022-04-02 06:15:16,Cancelled
2396,cc25a101-84c5-4589-b5e4-19fa91a77dd0,2022-04-01 05:01:01,Pending
880,02275400-24ff-40ae-bf10-3f5e6fe0f9a1,2022-03-26 07:59:01,Shipped
7179,dc5ca2e0-d498-4909-8e70-f81486b08c47,2022-03-20 07:39:18,Shipped
3583,6fee7bed-eded-4e91-a140-99e56fd041cf,2022-03-23 11:40:23,Pending
5817,421727f0-35f4-4789-8488-40b33b4879b9,2022-03-11 00:00:34,Cancelled
7275,01033dfa-458e-4924-b933-c38b40c250ef,2022-04-01 20:40:28,Pending
2810,5ad7bb5d-fa9f-41c8-87b1-851861f2fea2,2022-04-07 16:08:29,Cancelled
1949,e3ead831-e53d-4157-bb77-d34d15b11099,2022-03-22 09:40:28,Delivered
7219,1a598fdb-c9a6-42f4-8e13-79bb33ceeb07,2022-03-25 20:58:54,Shipped
2336,4ffb421d-72d6-4ae8-a3b5-f35ea1dbcfd2,2022-03-24 10:30:51,Cancelled
7082,8ba3dd97-b682-4006-99ba-5c7b9b8618aa,2022-03-18 04:54:04,Cancelled
1320,8728b151-4df8-4629-b7d1-248016f93e7b,2022-03-16 04:43:20,Delivered
8427,0fb951b6-88a5-4495-aca6-bb6f372cbb47,2022-03-18 09:25:58,Cancelled
7679,c14683ca-acb9-4ad2-bc1f-2691c8d17e26,2022-03-16 01:04:44,Pending
6602,d42349cb-4435-4d95-8d77-f32f62a32f00,2022-03-19 07:57:48,Cancelled
371,c318106d-ccc9-4507-a212-c360cdadf25d,2022-04-06 02:42:13,Cancelled
3818,17846aea-25f2-4a36-9f3a-51d47db13ecc,2022-03-29 10:30:29,Pending
233,af494f22-7082-4de5-b393-7c826f475ba2,2022-03-25 11:17:17,Pending
1506,55e201ac-9db5-4ac5-ac8a-1212e552c326,2022-04-06 13:42:23,Processing
7248,ff13f89b-736a-498b-9996-96f7de8dbf82,2022-03-17 04:04:49,Cancelled
5297,d5dba80e-e03a-4901-9743-f3e85035d1c9,2022-03-24 03:38:17,Processing
3167,cbd414f2-af33-439f-8a72-b83edd6df795,2022-04-01 05:12:50,Cancelled
9624,28514f66-8012-49e2-9bd5-05963a5ce93a,2022-03-25 11:17:33,Shipped
3989,979cfeb5-10cd-4b98-87ba-3734111165ed,2022-03-11 13:37:17,Delivered
7473,2a8bb18f-a86b-40db-96c2-416151cc06c4,2022-03-30 05:51:25,Delivered
4810,171052d8-e4f1-4c63-af05-1c07ce530b74,2022-03-30 23:55:10,Shipped
9509,34dc97a5-4f28-4ef6-87ae-c1a01f1ed0de,2022-04-03 23:25:36,Delivered
4773,de227957-0766-45c7-b7f9-09209c690b0a,2022-03-19 17:10:29,Cancelled
9763,e3068638-31ad-48de-bce7-aa58bb821acb,2022-03-25 22:38:27,Delivered
3497,f3ee9705-e9d1-4ecc-8b6e-1fd102d7ec8a,2022-03-14 17:26:49,Processing
4734,21367eea-6b7f-4fe4-b7ce-3e3e6cc9a562,2022-03-19 13:21:13,Delivered
5438,8356ec56-f550-407d-935f-3ae7d52e9900,2022-04-01 22:00:24,Pending
3315,5b4d5ded-4857-4da0-980c-0f66f59b6150,2022-03-27 12:44:37,Shipped
870,193e7568-fbb1-4281-9d42-8ddfa9f005fa,2022-03-12 18:37:39,Pending
7274,9212b83e-51ef-4f6d-b523-3f33f5651f84,2022-04-02 06:46:27,Cancelled
5045,d3068ea2-dde2-42c3-8b3b-73ece6148dc7,2022-03-20 01:37:06,Cancelled
9133,61377141-cd0a-4e44-95a6-3c1cc381a645,2022-03-15 01:58:12,Pending
6216,e68ae518-a60f-4a77-a5f9-b3d0d3e909e7,2022-03-20 14:31:21,Shipped
8194,dc389edd-c8ea-4ec7-b47e-caf7751d7fd6,2022-04-08 04:42:43,Delivered
2092,fc640c1c-b612-4f1c-931f-ed431c9b6d80,2022-03-22 15:21:14,Shipped
7161,6ab1f6e1-155c-4cce-8b4c-213f3acddcc3,2022-04-03 09:10:00,Cancelled
969,dfd24f14-e302-49b3-b717-408e686c6466,2022-03-24 21:03:42,Shipped
1798,36d4e66f-8b3a-4c6c-b2c7-59631e508be0,2022-04-06 15:30:22,Delivered
7723,f42b65fc-7f85-4c70-85f9-5eaaeb31d6d4,2022-03-13 17:42:44,Processing
5693,6384e0d7-2b07-4159-9171-073e8f3dce6d,2022-03-12 16:08:04,Cancelled
608,8d4890a8-397a-4653-ad74-e8a4805ace1e,2022-04-07 05:49:48,Processing
2210,8c456d2a-4af6-44bd-8823-1d9eec1f38fc,2022-04-08 02:28:35,Pending
6907,b44f1ffb-b4e0-4451-a7d0-70ad4774ff96,2022-03-16 19:57:01,Delivered
6864,811f7582-b286-424f-9431-f555a0b3fd9b,2022-03-16 07:03:57,Processing
1350,05fe95f5-66db-4371-b36f-38b8b21f43cc,2022-03-27 11:55:08,Delivered
705,ca0d1621-1d02-4768-bae6-357035f2e822,2022-04-09 10:29:50,Pending
7100,cff516d7-e1a9-4a46-a02f-e15ba43d208c,2022-03-11 07:38:54,Pending
9208,0221f96f-1f20-477d-a45b-e9a213523a0a,2022-04-07 06:18:00,Delivered
6006,926ec09d-a272-45d6-a319-869bc8c52403,2022-03-26 21:49:23,Shipped
3574,c7a8b652-b879-4674-a063-9c2c74efff61,2022-03-24 17:54:28,Shipped
8050,fd718e5d-8225-4529-9334-32332f93aa08,2022-03-26 06:35:26,Pending
4277,fcfb6a92-ac55-4b93-b6a8-463c132ff277,2022-03-20 19:11:39,Pending
4918,f046b1cf-0dd7-4953-baae-3c2cbdfb6219,2022-04-01 13:50:29,Cancelled
2074,de1c33a7-7134-4e68-924e-0f34eb7e6c18,2022-03-18 00:27:54,Shipped
5654,12557a76-cbf5-48ed-8a05-c610d1956f1c,2022-04-02 01:17:33,Pending
7156,a67efeb7-cbe1-4a91-a4cb-8624fcc521ca,2022-03-16 03:06:12,Pending
4033,b11bda97-a64a-4da6-a706-4366011f1a3c,2022-03-20 22:22:48,Shipped
1844,ba022d06-49c2-49ef-a38f-724ab8e348ae,2022-04-08 18:33:41,Cancelled
7304,a8d20eea-5057-4ea3-ac00-41525efff846,2022-03-20 03:25:12,Shipped
9819,88a13679-5860-49e0-87dc-532c4ab12fc7,2022-04-02 10:33:54,Delivered
4477,938fc66b-9e40-4c19-ae28-b67ecd1837c9,2022-03-15 06:52:21,Pending
2388,04917c20-c351-4bd5-851a-c2f35683b126,2022-03-22 07:02:21,Cancelled
5753,bafa3617-e231-4815-8abc-a35342609067,2022-04-06 00:21:07,Shipped
5273,b1b34b73-86e8-4c6b-ba8c-57c3809d275e,2022-03-18 06:19:45,Shipped
5788,ad25c454-ed44-4483-a482-f466086f9329,2022-03-27 16:59:37,Cancelled
9116,badbbd6e-a012-4a13-bbdf-c221b1a843b6,2022-03-23 18:56:45,Pending
2043,9a8e7645-f8da-4562-90a8-419c6fbb208b,2022-04-01 01:35:06,Shipped
1834,6d5fddd6-bd23-483f-9023-88f9a55d5986,2022-04-04 16:07:39,Processing
8882,a618c8d1-bb17-4427-a16c-343671a29320,2022-03-19 17:44:01,Shipped
4127,1ce21d38-9bfc-42de-b2c4-e8cc1ca4c017,2022-03-26 21:23:41,Pending
2289,1e1a6a00-b468-4fe5-9ad6-d08b0e8755fa,2022-03-28 23:54:32,Delivered
1720,fbc14f13-beef-48f7-b61b-3066ae9d02ae,2022-03-24 07:24:32,Cancelled
9956,6d2b4a2e-bd68-4db5-827f-4889604f50ad,2022-04-05 11:06:05,Pending
4356,bbcb8815-056c-4471-864a-a5cb4e04c83b,2022-04-06 22:20:14,Cancelled
9454,1e6d10e1-c2ee-40ee-9baa-9b247d236b6d,2022-03-11 11:19:03,Pending
7507,107b0129-2965-4154-ac24-80e62a4434c5,2022-03-23 11:44:12,Delivered
1009,5aa51290-3676-4839-b9d1-dc60bbde088e,2022-03-15 21:02:32,Processing
1942,e2099f24-fb8f-4830-adb7-411cc09c7960,2022-04-05 11:03:03,Shipped
4602,0742c40b-29b6-4dce-844d-b3347e91b789,2022-04-02 00:51:41,Pending
2448,a892a95e-4698-4b3e-ac70-eca8293f8edd,2022-03-14 13:05:44,Shipped
729,4616fadf-2ebe-462a-901e-d3eda6128749,2022-03-18 15:19:19,Processing
714,6f98b953-1a8a-4b6b-a35e-82af80da0fc0,2022-03-26 07:02:28,Cancelled
362,75ff1e82-2dfe-41aa-a07b-bf545be70832,2022-03-14 19:02:08,Processing
4449,8e707227-6f2d-4dee-8551-4419f48669c5,2022-04-03 14:43:06,Cancelled
6865,12dff559-8492-43ab-b812-64a6862b441a,2022-04-03 02:22:53,Pending
40,52cb4d4e-a4ab-45c4-910f-d15e95050677,2022-03-29 04:52:09,Processing
5949,eb36ee99-134a-41bc-96dc-5310e1b0229f,2022-03-11 18:33:31,Cancelled
3998,72ebda71-f9bb-40be-bb0a-2061d1c80df0,2022-04-03 21:08:41,Processing
6426,89ef58ad-90b7-4c4f-8481-54e1b9caeb93,2022-04-07 07:49:29,Pending
6861,83686df3-0f78-4174-b5f3-c487cb0d85cd,2022-03-24 06:59:30,Pending
2472,6ffaa3e5-e41e-4899-9f8b-9177b05ad6e6,2022-03-28 15:10:15,Delivered
1258,10536d49-7f86-4aee-af74-1a2cdde93230,2022-03-28 01:15:26,Delivered
9266,b80e2bc6-278c-4f34-a40e-d936312c60d3,2022-03-31 04:20:14,Pending
3051,f3a4af6b-ceb8-4825-bbe9-5a83b6700620,2022-03-27 06:33:19,Cancelled
6899,1b32e9c8-ccce-4a46-baa9-ebb2ef587ee5,2022-03-27 07:17:11,Pending
3831,8c92d23a-8daf-413d-b48d-f85b14fc7aeb,2022-04-05 20:28:11,Delivered
2183,d3332bf5-3d46-464b-95ef-af19c4eaf51a,2022-03-22 21:37:43,Shipped
3768,17050072-88a3-4c32-94a0-5b74a6e5d2c9,2022-03-23 08:15:09,Pending
4912,9223302e-2da6-404a-a2a7-0aff7f1ff288,2022-03-24 05:53:51,Delivered
7695,1a0e4702-d9cf-4ee5-803b-20608ad06367,2022-04-02 13:17:15,Delivered
7086,d28f48bf-e964-4418-98e5-c5c2d26257c7,2022-04-08 06:44:45,Pending
2381,4714ac4a-74ec-454a-9913-62f27028e7cd,2022-03-16 00:14:42,Cancelled
5148,5501f4cc-c49f-4be3-a1f4-a5c77f8ddb3b,2022-03-19 12:23:08,Pending
1756,d38d50d0-4994-46f3-90e6-457bdb61d2fb,2022-03-28 08:39:57,Shipped
7639,32ce0727-2d6e-4db7-b10f-12197f8fd2eb,2022-04-08 15:26:34,Processing
5998,894e966d-11ba-432e-b904-c8d0f286c7da,2022-03-13 08:59:51,Processing
103,9593e214-cdfb-4c3d-8e90-bc82bae7b99b,2022-04-07 08:15:30,Shipped
7532,2f635d7d-f964-4460-bf8e-aef103abb96f,2022-04-04 07:49:44,Cancelled
2011,b162b2fa-2896-4641-8f45-4b56bd295233,2022-04-07 03:39:42,Shipped
9499,64790bb6-52e9-4be1-b131-c5cfd282cabf,2022-03-28 14:42:55,Cancelled
8602,fccffa9e-b949-44c4-916b-004f1d8a4236,2022-03-15 11:31:30,Shipped
4234,89a5f2dc-e803-41bb-a6f2-ef4f107a97b1,2022-03-30 16:22:36,Delivered
630,bed29beb-8162-43e6-9c21-df76672e0905,2022-04-08 11:39:55,Delivered
7776,b0c62c72-b2d6-4d08-8a4f-caa5b312a5d2,2022-04-08 23:32:45,Shipped
8148,76b7d4ef-149f-45cd-8e66-5111b6119112,2022-03-25 00:23:18,Processing
2757,32655526-c93e-48ac-af02-51d31c2817bc,2022-03-11 05:20:47,Shipped
2155,3744be44-0fa5-4a9b-960d-a7522a9af4ec,2022-03-27 19:11:25,Cancelled
1720,633d8363-5171-4dfc-a95f-076226fae6fd,2022-03-11 09:14:21,Shipped
299,3c93d5bf-079d-4866-9dcd-35de51620801,2022-04-03 21:14:26,Delivered
5450,8425954d-0285-4476-b862-2a61b75fd22c,2022-03-17 06:41:33,Cancelled
6180,cd3b3ea5-83fa-4e74-a5eb-236c4f8a65e8,2022-03-29 22:39:57,Cancelled
566,6b55a4e1-d268-4e1a-9bb5-0925c864eb6f,2022-04-04 20:16:16,Shipped
5325,9103ea62-519c-4a3c-b1b1-be5a46470b21,2022-04-06 19:13:34,Shipped
2022,97b252d3-bd67-45ac-9300-90a738694950,2022-03-20 01:33:10,Delivered
3283,2cd123bd-fc4b-491c-97dd-f39de2a257c9,2022-03-18 13:40:33,Shipped
7467,d85ba76d-d5d8-471f-9cf2-fdde7ffd2227,2022-03-30 10:02:45,Shipped
8734,6541c156-5765-4a40-b7a2-d2be00dfd244,2022-03-28 14:24:20,Pending
7469,40e06c0f-97cc-4ecf-ac22-989bb9d6255c,2022-04-08 12:56:45,Pending
9663,da87f16a-d25f-4a2e-b6e6-fc54867bd826,2022-03-27 11:48:52,Pending
7180,6d9800ee-2f48-4a2a-939f-5150009ffda7,2022-03-12 15:03:54,Cancelled
2300,98001def-7404-4f2f-acc8-f8ce65c8a763,2022-03-31 13:05:10,Pending
8992,fe2a1f1e-4289-4459-813b-2643c58a4378,2022-03-28 13:42:31,Delivered
4981,39f898b1-c01c-493a-b2f1-bed6ad1aec90,2022-03-18 06:03:11,Pending
539,ecf110d5-2e6b-445b-819d-62fed34f85e7,2022-03-23 01:05:21,Cancelled
9876,3e1cf16a-4b4d-4570-98da-637cd99c1e8e,2022-03-17 00:28:03,Delivered
4428,28c2b7ab-247d-430b-b072-8ec152c779c2,2022-03-19 15:21:57,Delivered
7278,bff6f780-c909-4102-a54f-5e6539cf41f7,2022-03-31 23:25:41,Processing
550,30cf2707-6b1f-46a9-aa79-820a825ccdc5,2022-03-15 18:09:59,Delivered
9714,0991e0cb-e632-4f9f-ba3e-3891d67f5583,2022-03-13 11:35:07,Processing
5340,05887c76-5c71-43cf-891a-91d39fbc8bf3,2022-03-25 12:09:58,Shipped
5902,bec8bbf1-b834-4171-8e83-55d237451265,2022-03-15 07:02:00,Delivered
1637,1889b6a4-654c-4e29-8ac9-3baf47c00f3f,2022-04-06 16:29:45,Cancelled
4951,f5e268ac-57df-4dfa-b36d-37ffae94f446,2022-03-24 11:58:04,Pending
4881,60a77a53-0935-42a4-94ca-adc2a230cecb,2022-03-17 12:26:25,Pending
5015,4ae109e5-98ff-4e73-b0f1-d86654996c88,2022-04-06 19:30:20,Delivered
3143,e43dccad-23ff-4739-b57f-e6de0345df4c,2022-04-05 07:43:38,Cancelled
2179,91c88b6f-0dc0-403b-af39-7523d282b36e,2022-03-17 13:03:26,Delivered
3387,a6ad05bc-922a-48d7-a53f-0a6cd2f9b907,2022-03-12 20:11:06,Cancelled
433,e883f0ce-ffca-485e-9a88-aa2f5dfff677,2022-03-23 21:51:52,Shipped
6007,56fa6805-841b-4bee-a020-4db835d6528e,2022-03-23 22:37:16,Processing
65,9f9088c5-4df8-476e-be2c-e4a0d57c45cc,2022-03-20 02:04:11,Pending
2652,bd9ce5b3-8b5e-4d67-80aa-2cea21e7e2f2,2022-04-02 20:28:20,Cancelled
7126,1b568945-b0f0-4b39-b561-7b661dfb7a12,2022-04-04 18:25:04,Shipped
425,cd219615-1426-491f-ae8b-1b98932d2ea6,2022-03-28 06:17:35,Shipped
8689,86e68df5-d2d7-4502-96f2-2be3c3a3952c,2022-03-11 10:22:54,Processing
8751,9df92155-0005-4a97-b8e3-91d517cc2b7d,2022-04-04 22:07:42,Pending
9917,a572cf10-432d-4aef-8cad-ff2845925a1e,2022-04-01 17:27:05,Cancelled
5027,e9fb6024-a89f-451b-839b-8269a8852326,2022-04-06 18:26:48,Shipped
2538,871e13e8-cf9d-46a5-b234-79b6df41f2d4,2022-04-08 03:53:16,Delivered
6842,027d102e-92d3-4bb0-aceb-a68a12500211,2022-03-13 07:55:23,Cancelled
8864,0e17738e-e578-4415-8b4a-e158864a45ac,2022-03-14 17:58:19,Processing
250,ecc01cbe-1782-4ed4-8fd5-988a232a2d4d,2022-03-18 06:46:02,Delivered
3232,427f2e11-2206-46d3-b010-5c25f7769da9,2022-03-21 03:16:20,Shipped
9086,9386613f-348a-40ee-be69-e4f400d945ce,2022-04-08 18:46:19,Pending
3518,c55d6d58-66ab-444f-b83e-88c1dd80f6ab,2022-04-07 00:34:52,Delivered
2477,782aed7e-ecbd-4278-9e4c-895cf93755d3,2022-04-02 04:24:59,Shipped
8064,8b5d1d52-758f-4ceb-9720-5dc6b1845ba4,2022-03-23 03:52:06,Shipped
6289,0a9d4680-de99-4cd5-ab81-c0dd4296dd4a,2022-04-01 15:25:13,Shipped
30,c2ed23e8-2bed-4655-a207-8f94b2242b61,2022-03-26 06:51:42,Delivered
3739,f4053fe6-f52c-4c0f-a3b4-d944d65864fc,2022-03-29 17:00:31,Shipped
3186,48748980-5187-45f4-b9f6-1d2f5121759d,2022-04-08 13:54:54,Shipped
5718,59be2461-5184-4934-a642-9f64421f491f,2022-03-28 15:42:05,Delivered
4793,7ce1488b-889c-4cde-b9c8-5d220a8b3cdc,2022-03-25 13:24:34,Pending
7399,47ba0796-9b0a-419d-9571-c2603669c359,2022-04-01 16:14:46,Delivered
9292,00377856-e644-4f05-8895-75b8965e2d60,2022-03-23 17:55:51,Delivered
8816,0484ebd2-b93d-4f96-809c-c3bc141a7723,2022-03-29 07:32:37,Cancelled
1838,fcd428df-974a-4d02-88c1-b345f422f0e5,2022-04-08 14:35:00,Processing
6389,3f6785ee-977e-47b0-b06d-b019321bb4f7,2022-03-18 22:23:54,Processing
7483,aa7c471d-193a-4e18-a6fe-223e72feb0fe,2022-04-07 00:15:44,Shipped
4722,44228f89-3fcb-4004-989a-3487dce5d019,2022-03-28 12:30:12,Pending
6801,5e52f4a3-d7fb-4bf2-8b62-22381d886350,2022-04-06 17:36:29,Delivered
2186,7daff866-3745-4ba3-8509-e99d4ad61eba,2022-03-28 18:08:31,Processing
5025,a0329b79-a3c8-4b57-983e-29e39a017c96,2022-04-02 19:17:00,Pending
9177,81a41bed-9f01-4416-bc6a-ef1623b0b338,2022-03-26 20:43:09,Pending
1897,f2896a33-00e6-4652-9835-b315f5b47fa7,2022-04-09 16:58:34,Processing
1832,9c147598-143f-4688-a62a-549815e04b0d,2022-04-05 17:27:41,Delivered
3208,50d4057a-ea98-4db8-89ee-b7913836fbe0,2022-04-08 11:43:18,Pending
9575,e7cac941-f503-49d4-8e8d-bf2956d0b5b6,2022-03-25 07:40:19,Processing
2782,4b6dd808-da6c-44bf-9a0a-647150905e38,2022-03-16 00:40:16,Shipped
6340,449e6b06-ec82-4c67-bb3c-8c0da9d274ec,2022-03-16 06:09:54,Shipped
20,0c5332c0-50c5-45e0-86a8-4030a0f73280,2022-04-05 05:02:52,Cancelled
9852,9e1490aa-1b9c-4d91-88ce-11974bc8b4cf,2022-03-16 19:29:00,Delivered
290,934aa568-56ae-43af-bd31-ad7ed22bf84b,2022-03-22 02:44:49,Shipped
8708,3118180f-c255-4c2a-a60d-f4a35c984a52,2022-03-22 21:16:14,Delivered
9481,ea5791ed-d27d-4604-8270-3e8f365de718,2022-04-03 18:32:45,Delivered
5002,01b3f807-210a-4b61-a730-fa7214d290c8,2022-04-02 06:01:12,Shipped
9009,a10ecdc7-94e9-4085-8454-7e432af140b4,2022-03-11 02:51:24,Shipped
5574,80b5c48e-c067-4a0e-b99a-e251c949d906,2022-03-25 08:34:00,Pending
6207,64f48309-2ec3-41ac-981c-a7c4ade449be,2022-04-08 15:32:40,Shipped
9217,079c7e5b-a471-4c94-8db4-98faa1810e84,2022-03-11 16:51:25,Shipped
4446,0c863c24-d16c-413c-92ba-49793e080b66,2022-04-05 21:07:06,Processing
6324,7a449fc7-5ece-4c9a-a1df-732ed281b935,2022-03-19 03:02:09,Shipped
7956,c4d951a7-99b5-4a0c-95f5-e97f07ac5252,2022-03-17 00:43:07,Delivered
4541,cbbed663-4ef4-43e8-bbde-966f7634d93c,2022-03-13 01:21:10,Processing
89,bd5550d2-b0f9-42ce-82c4-4982912cd080,2022-04-09 09:15:59,Shipped
9064,cc36319d-3db5-4bab-af9a-991237753311,2022-03-20 14:12:06,Processing
4695,75ce2ad8-412a-44c7-abc9-4fd3d99f334a,2022-04-01 18:03:12,Pending
